Segment,Billing_Class,Site_Billing_Status,Site_Status,Consumption,Value_Unbilled,Billing_Frequency,UnbilledDays,RootCause,Voice_Attempt,target
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,177.02,Q,141,Lost Site,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,2085,76.87,Q,143,Implausible,,1
Others,Industrial & Commercial,Dead - Billed & Stop,Clean,210747,6039,M,88,No Root Cause Match,,0
Others,Industrial & Commercial,Dead - Billed & Stop,Dirty,210747,6039.97,M,118,No Root Cause Match,,0
Others,Industrial & Commercial,Dead - Billed & Stop,Dirty,210747,6039.97,M,118,No Root Cause Match,,0
Others,Industrial & Commercial,Dead - Billed & Stop,Clean,210747,6039.97,M,88,No Root Cause Match,,0
Others,Industrial & Commercial,Dead - Billed & Stop,Clean,210747,6039.97,M,88,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,25803,903.88,M,156,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,24141,811.86,M,126,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,24141,811.86,M,126,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,24141,811.86,M,126,Implausible,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,21265,703.53,M,95,Implausible,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3933,159.48,Q,157,Business Exception,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8652,548.3,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,2819,114.29,Q,316,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,2819,114.29,Q,316,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,2819,114.29,Q,286,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,2819,114.29,Q,286,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,2819,114.29,Q,286,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,641,131,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,641,131,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,596,110.28,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,596,110.28,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,23542,809.95,Q,148,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,32,3.84,Q,562,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,32,3.84,Q,562,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,32,3.84,Q,532,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,32,3.84,Q,532,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,32,3.84,Q,532,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,17.42,Q,220,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11462,618.03,Q,167,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11462,618.03,Q,167,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,10907,574.5,Q,137,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,10907,574.5,Q,137,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2563,200.27,Q,160,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2563,200.27,Q,160,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,2406,174.86,Q,130,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,25612,1721.36,M,97,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,25612,1721.36,M,97,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5518,265.47,Q,150,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3505,251.7,Q,151,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3505,251.7,Q,151,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Clean,12840,658.35,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5862,237.18,Q,173,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5862,237.18,Q,173,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,5546,224.39,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,5546,224.39,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,5546,224.39,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,17753,906.98,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,17753,906.98,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20450,768.16,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15233,578.08,Q,150,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,37911,1542.22,Q,129,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,5910,448.24,Q,137,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,37526,1962.88,Q,135,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,2994,457.94,Q,128,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,126,5.07,M,97,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,126,5.07,M,97,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,484154,14388.1,Q,130,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,76872,3892,Q,141,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,39344,1867.84,M,97,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,39344,1867.84,M,97,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,89,8.67,Q,146,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,114656,4707,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,45,8.03,M,4,Business Exception,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,0,15.78,Q,152,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,0,15.78,Q,152,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11628,685.38,Q,185,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11628,685.38,Q,185,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11093,639.85,Q,155,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11093,639.85,Q,155,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11093,639.85,Q,155,Implausible,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,20797,1099.25,M,97,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,16976,1210.49,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,30410,990.46,Q,139,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,58508,2340.31,Q,486,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,58508,2340.31,Q,486,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,57036,2281.43,Q,456,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,57036,2281.43,Q,456,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,57036,2281,Q,456,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,23351,793.67,Q,135,No Root Cause Match,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,5989.8,M,,Implausible,,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,2742,461.26,Q,138,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13582,791.24,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13582,791.24,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,12884,738.09,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,12884,738.09,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,12884,738.09,Q,154,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,65934,2107.06,Q,126,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7859,483.41,Q,137,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8786,370.59,Q,146,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,2229,462.11,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,2229,462.11,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,10167,390.21,Q,174,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,10167,390.21,Q,174,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9610,368.83,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9610,368.83,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9610,368.83,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,132.69,Q,174,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,132.69,Q,174,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,109.81,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,109.81,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,109.81,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2505,308.94,M,125,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2283,258.54,M,95,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2283,258.54,M,95,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2283,258.54,M,95,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,48550,1517.39,Q,173,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,48550,1517.39,Q,173,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,46020,1422.04,Q,143,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,46020,1422.04,Q,143,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,46020,1422,Q,143,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,231.44,M,463,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,231.44,M,463,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,210.59,M,433,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,210.59,M,433,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,210.59,M,433,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,16154,1024.33,Q,216,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,16154,1024.33,Q,216,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15265,967.95,Q,186,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15265,967.95,Q,186,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15265,967.95,Q,186,Implausible,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,14230,2335.6,Q,,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1728,69.1,M,4,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,15757,842.86,Q,136,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4371,252.09,Q,160,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4371,252.09,Q,160,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4118,222.14,Q,130,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,49467,1656,Q,149,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7276,439.68,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,44926,1565,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15094,835.28,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15094,835.28,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,14372,781.78,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,14372,781.78,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,40199,1565,M,342,Impl Perm Est,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,1783,176.13,Q,143,Business Exception,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,13671,742.46,Q,127,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,15610,864.11,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,15610,864.11,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,22159,1191.12,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,22159,1191.12,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,22159,1191,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Clean,33877,1632.27,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,60800,2058.37,Q,137,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,16273,776.16,M,32,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6942,298.64,Q,160,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6942,298.64,Q,160,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6575,282.86,Q,130,Implausible,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,7379,425.69,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13975,835.02,Q,235,Implausible,Voice Call Done,1
Segment TBA,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6531,343.8,M,167,Business Exception,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8298,509.53,Q,139,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,12259,706.91,Q,136,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,68115,2268.23,Q,135,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4703,479.68,M,156,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4703,479.68,M,156,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4421,425.52,M,126,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4421,425.52,M,126,Impl Perm Est,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3878,353.81,M,95,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4421,425.52,M,126,Impl Perm Est,,0
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,2177,78,M,92,Impl Perm Est,,0
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,2177,78,M,92,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1659,175.27,Q,139,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,9634,560.04,Q,154,EMMA,,1
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,161503,10240.21,Q,,Outsort,Voice Call Done,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,94,22.13,Q,191,EMMA,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,94,22.13,Q,191,EMMA,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,156,20.45,Q,161,EMMA,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,156,20.45,Q,161,EMMA,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,156,20.45,Q,161,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4877,173.57,M,79,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,10912,427.45,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,10912,427.45,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,10312,389.01,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,10312,389.01,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8831,725.36,Q,146,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,76872,2599.07,M,309,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,76872,2599.07,M,309,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,74817,2495.52,M,279,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,74817,2495.52,M,279,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,74817,2495,M,279,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,167.17,Q,137,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,2070,153.31,M,96,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3018,168.03,M,97,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3651,277.47,Q,156,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3651,277.47,Q,156,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6408,422.07,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6095,388.17,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6095,388.17,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,8751,323.46,Q,279,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,8751,323.46,Q,279,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,8751,323.46,Q,279,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2216,262.49,M,104,No Root Cause Match,,1
Medium Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,11288,466.52,Q,151,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11080,676.65,Q,142,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,22625,1193,M,98,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4877,224.14,M,131,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4877,224.14,M,131,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,20728,714.52,M,101,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,20728,714.52,M,101,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,20728,714.52,M,101,Implausible,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,12160,703.7,Q,155,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,85671,3755.09,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,512,17.47,Q,177,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,512,17.47,Q,177,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,480,16.38,Q,147,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,480,16.38,Q,147,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,480,16.38,Q,147,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,66122,3285.94,Q,164,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,66122,3285.94,Q,164,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,61781,3039.93,Q,134,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,61781,3039.93,Q,134,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,41.89,Q,65,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,41.89,Q,65,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20136,788.72,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11943,676.43,Q,130,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1496,158.28,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8419,334.23,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8419,334.23,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7810,310.06,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7810,310.06,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7810,310.06,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,30882,1347,M,93,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11202,441.17,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11202,441.17,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11202,441.17,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,4691,187.64,Q,178,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,4691,187.64,Q,208,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,4691,187.64,Q,208,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,4691,187.64,Q,178,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,4691,187.64,Q,178,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,41558,2800.11,M,304,Business Exception,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,30122,959.03,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,828,158.36,Q,165,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,828,158.36,Q,165,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,785,134.9,Q,135,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,785,134.9,Q,135,Implausible,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,45495,1552.29,Q,202,EMMA,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,45495,1552.29,Q,202,EMMA,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,7709,263.03,Q,172,EMMA,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,7709,263.03,Q,172,EMMA,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,7709,263.03,Q,172,EMMA,,0
Medium Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Clean,13743,468.91,Q,141,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,5211,441.76,Q,296,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,5211,441.76,Q,296,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,5031,414.48,Q,266,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,5031,414.48,Q,266,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,5031,414.48,Q,266,No Root Cause Match,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,4719,380.01,Q,235,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2929,110.51,Q,153,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2929,110.51,Q,153,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,3944,246.92,Q,81,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8647,336.02,Q,165,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8172,317.56,Q,135,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8172,317.56,Q,135,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11765,673,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,86.34,Q,142,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,9954,617.8,Q,138,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,20752,721.41,Q,147,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,214.12,Q,136,Business Exception,,0
